library,object,function,option
libesp_hw_support.a,rtc_module.c.obj,rtc_isr
libesp_hw_support.a,rtc_module.c.obj,rtc_isr_noniram_disable
libesp_hw_support.a,rtc_module.c.obj,rtc_isr_noniram_enable
libesp_hw_support.a,sleep_modes.c.obj,suspend_cache
libesp_hw_support.a,sleep_modes.c.obj,resume_cache
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_start
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_pu
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_finish
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_get_default_config
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_init
libesp_hw_support.a,rtc_sleep.c.obj,rtc_sleep_low_init
libesp_hw_support.a,rtc_time.c.obj,rtc_clk_cal
libesp_hw_support.a,rtc_time.c.obj,rtc_clk_cal_internal
libesp_hw_support.a,rtc_time.c.obj,rtc_time_get
libesp_hw_support.a,rtc_time.c.obj,rtc_time_us_to_slowclk
libesp_hw_support.a,rtc_time.c.obj,rtc_time_slowclk_to_us
libesp_hw_support.a,sleep_modes.c.obj,esp_sleep_enable_timer_wakeup,CONFIG_PM_SLP_IRAM_OPT
libesp_hw_support.a,periph_ctrl.c.obj,wifi_bt_common_module_enable,CONFIG_PM_ENABLE
libesp_hw_support.a,periph_ctrl.c.obj,wifi_bt_common_module_disable,CONFIG_PM_ENABLE
libesp_hw_support.a,periph_ctrl.c.obj,wifi_module_enable,CONFIG_PERIPH_CTRL_FUNC_IN_IRAM
libesp_hw_support.a,periph_ctrl.c.obj,wifi_module_disable,CONFIG_PERIPH_CTRL_FUNC_IN_IRAM
libesp_hw_support.a,esp_clk.c.obj,periph_module_reset,CONFIG_PERIPH_CTRL_FUNC_IN_IRAM
libesp_hw_support.a,esp_memory_utils.c.obj,esp_ptr_byte_accessible
libesp_hw_support.a,cpu.c.obj,esp_cpu_wait_for_intr
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_set_to_default_config
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_32k_enable_external
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_fast_src_set
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_slow_freq_get_hz
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_slow_src_get
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_slow_src_set
libesp_hw_support.a,rtc_clk.c.obj,rtc_dig_clk8m_disable
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_set_config_fast
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_8m_enable
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_8md256_enabled
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_bbpll_configure
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_bbpll_enable
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_get_config
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_mhz_to_config
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_set_config
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_to_8m
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_to_pll_mhz
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_set_xtal
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_xtal_freq_get
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_cpu_freq_to_xtal
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_bbpll_disable
libesp_hw_support.a,rtc_clk.c.obj,rtc_clk_apb_freq_update
libesp_hw_support.a,rtc_clk.c.obj,clk_ll_rtc_slow_get_src
libesp_hw_support.a,sleep_modes.c.obj,.iram1.*
